5406:01-16 17:19:10.632  6269  6269 W Looper  : Slow Looper main: Activity com.android.todolist/.MainActivity is 395ms late (wall=0ms running=0ms ClientTransaction{ callbacks=[android.app.servertransaction.TopResumedActivityChangeItem] }) because of 2 msg, msg 1 took 194ms (seq=2 running=177ms runnable=2ms io=1ms late=1ms h=android.app.ActivityThread$H w=110), msg 2 took 228ms (seq=3 running=201ms runnable=3ms io=5ms late=167ms h=android.app.ActivityThread$H w=159)
7720:01-16 17:52:28.560  1801 14461 I ActivityTaskManager: START u0 {act=android.settings.APPLICATION_DETAILS_SETTINGS dat=package:com.android.todolist flg=0x10008000 cmp=com.android.settings/.applications.InstalledAppDetails} from uid 10025
57407:01-16 19:23:02.313  4676  4676 I chatty  : uid=10408(com.android.todolist) identical 1 line
57408:01-16 19:23:02.313  4676  4676 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.ListActivity@4c82d89
57412:01-16 19:23:02.340  1801  1946 I ActivityTaskManager: Displayed com.android.todolist/.ListActivity: +109ms
57475:01-16 19:23:02.854  1801  1937 I Timeline: Timeline: Activity_windows_visible id: ActivityRecord{de3c83 u0 com.android.todolist/.ListActivity t12344} time:81459034
57520:01-16 19:23:03.366 19066 19066 I AndroidIME: AbstractIme.onActivate():86 LatinIme.onActivate() : EditorInfo = inputType=Text imeActionName=DONE dump=[inputType=0x61 imeOptions=0x6 privateImeOptions=null actionLabel=null actionId=0 initialSelStart=0 initialSelEnd=0 initialCapsMode=0x0 hintText=New task label=null packageName=com.android.todolist fieldId=2131230877 fieldName=null extras=null hintLocales=null contentMimeTypes=null ], IncognitoMode = false, DeviceLocked = false
57549:01-16 19:23:03.383 20598  5625 W okt     : Infinite Data has no result for com.android.todolist [CONTEXT service_id=177 ]
57552:01-16 19:23:03.383 20598  4885 W okt     : Infinite Data has no result for com.android.todolist [CONTEXT service_id=177 ]
57554:01-16 19:23:03.389 20598  5556 W okt     : Infinite Data has no result for com.android.todolist [CONTEXT service_id=177 ]
57555:01-16 19:23:03.392 20598  5556 W okt     : Infinite Data has no result for com.android.todolist [CONTEXT service_id=177 ]
57640:01-16 19:23:04.258  1801  3763 W NotificationService: Toast already killed. pkg=com.android.todolist callback=android.app.ITransientNotification$Stub$Proxy@49164a7
57812:01-16 19:23:07.067  4676  4676 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.ListActivity@4c82d89
57814:01-16 19:23:07.068  4676  4676 I chatty  : uid=10408(com.android.todolist) identical 1 line
57815:01-16 19:23:07.070  4676  4676 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.ListActivity@4c82d89
57977:01-16 19:23:10.243  1801  1846 I ActivityTaskManager: START u0 {cmp=com.android.todolist/.MainActivity} from uid 10408
57983:01-16 19:23:10.256  1801  1846 I ActivityTaskManager: The Process com.android.todolist Already Exists in BG. So sending its PID: 4676
57991:01-16 19:23:10.268  4676  4676 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@268e4eb
57992:01-16 19:23:10.274  4676  4676 I chatty  : uid=10408(com.android.todolist) identical 8 lines
57993:01-16 19:23:10.275  4676  4676 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@268e4eb
57996:01-16 19:23:10.276  4676  4676 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@268e4eb
57997:01-16 19:23:10.285  4676  4676 I chatty  : uid=10408(com.android.todolist) identical 5 lines
57998:01-16 19:23:10.286  4676  4676 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@268e4eb
58001:01-16 19:23:10.300  3653  3653 D RecentsImpl: mActivityStateObserver com.android.todolist.MainActivity
58002:01-16 19:23:10.300  3653  3653 W RecentsImpl: onResumed className=com.android.todolist.MainActivity   mIsInAnotherPro=false
58003:01-16 19:23:10.305  4676  4676 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@268e4eb
58004:01-16 19:23:10.309  4676  4676 I chatty  : uid=10408(com.android.todolist) identical 3 lines
58005:01-16 19:23:10.310  4676  4676 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@268e4eb
58008:01-16 19:23:10.311  4676  4676 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@268e4eb
58011:01-16 19:23:10.325  4676  4676 I chatty  : uid=10408(com.android.todolist) identical 4 lines
58012:01-16 19:23:10.327  4676  4676 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@268e4eb
58015:01-16 19:23:10.328  4676  4676 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@268e4eb
58016:01-16 19:23:10.339  4676  4676 I chatty  : uid=10408(com.android.todolist) identical 13 lines
58017:01-16 19:23:10.340  4676  4676 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@268e4eb
58021:01-16 19:23:10.355  1801  1946 I ActivityTaskManager: Displayed com.android.todolist/.MainActivity: +111ms
58085:01-16 19:23:10.860  1801  1937 I Timeline: Timeline: Activity_windows_visible id: ActivityRecord{87c8f1c u0 com.android.todolist/.MainActivity t12344} time:81467040
58108:01-16 19:23:11.464  4676  4676 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@268e4eb
58109:01-16 19:23:11.465  4676  4676 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@268e4eb
58113:01-16 19:23:11.487  1801  4982 I ActivityTaskManager: START u0 {cmp=com.android.todolist/.ListActivity (has extras)} from uid 10408
58128:01-16 19:23:11.503  4676  4676 I Toast   : Show toast from OpPackageName:com.android.todolist, PackageName:com.android.todolist
58131:01-16 19:23:11.504  1801  4982 I ActivityTaskManager: The Process com.android.todolist Already Exists in BG. So sending its PID: 4676
58143:01-16 19:23:11.528  4676  4676 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.ListActivity@5a65a6c
58144:01-16 19:23:11.529  4676  4676 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.ListActivity@5a65a6c
58147:01-16 19:23:11.536  4676  4676 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.ListActivity@5a65a6c
58148:01-16 19:23:11.545  4676  4676 I chatty  : uid=10408(com.android.todolist) identical 5 lines
58149:01-16 19:23:11.546  4676  4676 D Force
